Tracking Domain,Old Consent Category,New Consent Category,Vendor Name,Tracker Type,Tracker Name,Tracker Purpose,Tracker Purpose (Source),Vendor Description,Tracker Duration
www.google.com,Functional Cookies,Essential cookies (exempt from consent),Google Inc.,Local Storage,rc::b,This cookie is used to distinguish between humans and bots.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",Session
www.google.com,Functional Cookies,Essential cookies (exempt from consent),Google Inc.,Local Storage,rc::c,This cookie is used to distinguish between humans and bots.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",Session
www.google.com,Functional Cookies,Essential cookies (exempt from consent),Google Inc.,Local Storage,rc::d-1695371215449,This cookie is used to distinguish between humans and bots.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",
www.google.com,Functional Cookies,Essential cookies (exempt from consent),Google Inc.,Local Storage,rc::f,This cookie is used to distinguish between humans and bots.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",
www.google.com,Functional Cookies,Targeted Advertising Cookies (including social media) [Requires consent],Google Inc.,Local Storage,sb_wiz.zpc.gws-wiz-serp.,The cookie is used to store information about how the end user uses the site and any advertising that the end user may have seen before visiting the site.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",
.google.com,Functional Cookies,Essential cookies (exempt from consent),Google Inc.,HTTP Cookie,SOCS,The ï¿½SOCSï¿½ cookie lasts for 13 months and is used to store a userï¿½s state regarding their cookies choices.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",400
.youtube.com,Functional Cookies,Preference cookies,Google Inc.,HTTP Cookie,VISITOR_INFO1_LIVE,"These cookies are used to remember your preferences and other information, such as your preferred language, how many results you prefer to have shown on a search results page (for example, 10 or 20), and whether you want to have Googleï¿½s SafeSearch filter turned on. They are also used to detect and resolve problems with the service.",FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",180
.youtube.com,Functional Cookies,Preference cookies,Google Inc.,HTTP Cookie,YSC,"The ï¿½pm_sessï¿½, ï¿½YSCï¿½, and ï¿½AECï¿½ cookies ensure that requests within a browsing session are made by the user, and not by other sites. These cookies prevent malicious sites from acting on behalf of a user without that userï¿½s knowledge.",FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",session
www.youtube-nocookie.com,Functional Cookies,Preference cookies,Google Inc.,Local Storage,yt-player-bandwidth,This is used to store Youtube player preferences.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",
www.youtube-nocookie.com,Functional Cookies,Preference cookies,Google Inc.,Local Storage,yt-player-headers-readable,This Tracker is used for Youtube video player,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",
www.youtube-nocookie.com,Functional Cookies,Preference cookies,Google Inc.,Local Storage,yt-player-performance-cap,This is used to store Youtube player preferences.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",
www.youtube-nocookie.com,Functional Cookies,Preference cookies,Google Inc.,Local Storage,yt-player-quality,This is used to store Youtube player preferences.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",
www.youtube-nocookie.com,Functional Cookies,Preference cookies,Google Inc.,Local Storage,yt-player-volume,This is used to store Youtube player preferences.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",
www.youtube-nocookie.com,Functional Cookies,Preference cookies,Google Inc.,Local Storage,yt-player-volume,This is used to store Youtube player preferences.,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",Session
www.youtube-nocookie.com,Functional Cookies,Preference cookies,Google Inc.,Local Storage,yt-remote-cast-available,This Tracker is used for Youtube video player,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",Session
www.youtube-nocookie.com,Functional Cookies,Preference cookies,Google Inc.,Local Storage,yt-remote-cast-installed,This Tracker is used for Youtube video player,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",Session
www.youtube-nocookie.com,Functional Cookies,Preference cookies,Google Inc.,Local Storage,yt-remote-connected-devices,This Tracker is used for Youtube video player,FR Original,"
Google Inc. is an American multinational technology company that specializes in Internet-related services and products, which includes a search engine, cloud computing, software, and hardware.
<br><a href=https://policies.google.com/terms target=_blank aria-label=""Google Inc. Terms and Conditions"">Terms and Conditions</a>
<br>",
